Id,SalePrice
1461,120345.40488434855
1462,168077.71424495574
1463,181331.83422880954
1464,202169.7965522828
1465,198526.38591458838
1466,171787.74948149934
1467,175852.29543132742
1468,162974.89765077143
1469,191782.0033114467
1470,118363.46860717214
1471,187168.59541535148
1472,97655.64759016121
1473,94814.61392498852
1474,147168.73384218363
1475,112496.17527444795
1476,364481.2340323165
1477,261481.68247666652
1478,293956.1041169231
1479,298150.40223068406
1480,489258.07841179235
1481,339531.6833317243
1482,214959.92433008758
1483,177826.81859307748
1484,166743.08276771495
1485,184706.23124331541
1486,192576.94312319023
1487,334125.52320744103
1488,226872.38033471815
1489,193167.1756595674
1490,241090.2772926812
1491,195876.00185347133
1492,98371.57947992977
1493,166713.4252402985
1494,305067.8830839359
1495,284727.048617747
1496,232256.29086043013
1497,179542.2678599054
1498,196023.35305701176
1499,163733.36078050194
1500,158194.19640029053
1501,175999.2977523333
1502,149527.70488371002
1503,309048.9042953735
1504,241697.25977767538
1505,225263.10186188653
1506,191273.44512577896
1507,267280.2815438173
1508,195225.56781697733
1509,156585.80374223326
1510,145164.1543752284
1511,169698.18652659786
1512,172852.72670915117
1513,143235.9917492974
1514,151402.34180079878
1515,186317.75738026423
1516,148497.8471192001
1517,165759.67891383855
1518,131237.24151919023
1519,210413.87697270577
1520,126444.98957352762
1521,130978.3185374966
1522,177708.29709214214
1523,112095.98069697009
1524,115741.84892726742
1525,122161.32230134655
1526,107572.7131554392
1527,106962.8015099705
1528,128267.25049386542
1529,157318.60741408533
1530,182910.09125058714
1531,114568.62523671915
1532,100222.70255446587
1533,161797.99625086773
1534,117783.14071178077
1535,141050.93765522842
1536,103695.70336200042
1537,62243.552262738995
1538,145095.11033222734
1539,191008.1113574497
1540,87772.44826183698
1541,131619.66833201522
1542,155004.4455176832
1543,188216.77779012118
1544,89030.09117599507
1545,112076.35232836647
1546,142700.62454474898
1547,137817.1699393225
1548,141139.3339876613
1549,126756.50438087253
1550,134785.71485172302
1551,108768.68423684566
1552,145731.83568695103
1553,137291.67113608398
1554,118109.83862931909
1555,162608.8463246484
1556,88051.67667937253
1557,112696.69320110357
