Id,SalePrice
1461,144342.10071760262
1462,162843.91695228068
1463,186993.59067924524
1464,213049.5800842441
1465,197847.4749156826
1466,177399.70836906257
1467,183658.1765658359
1468,165080.94486509138
1469,189436.37557512394
1470,123996.69376091105
1471,163970.69559183312
1472,101794.4164055319
1473,96295.95886293023
1474,138377.19042496636
1475,110902.68065790524
1476,354637.5262622597
1477,273259.1036376683
1478,288285.9334601813
1479,274970.05533221125
1480,513539.4226899315
1481,361855.04072345205
1482,194110.23845442373
1483,196511.00055291443
1484,168110.69293818888
1485,189095.98681583346
1486,199661.45543187944
1487,325691.9161151261
1488,193962.54749147594
1489,212553.55887407777
1490,258652.1758002325
1491,197157.68389500276
1492,99895.24267267967
1493,141957.50829134023
1494,264503.94780766236
1495,269670.5098589111
1496,242620.7849176056
1497,188530.8451273479
1498,164635.23957916096
1499,161000.19087531551
1500,156174.8180038439
1501,176874.78895474967
1502,154612.0142775182
1503,255449.07968000896
1504,248088.0843913734
1505,250841.42720662913
1506,202036.48587753263
1507,257719.2146120688
1508,212116.32282799552
1509,164831.31537622848
1510,152635.91803570956
1511,151556.32822643564
1512,181406.97708357114
1513,148721.56363493102
1514,157083.771224224
1515,181349.9946216289
1516,147180.4995968497
1517,171216.9609834629
1518,129324.73102314542
1519,214219.58466139797
1520,126292.59658888304
1521,135747.7052018455
1522,181510.62755159754
1523,121808.56580994632
1524,128453.89331831563
1525,117580.47757104474
1526,111731.30843398345
1527,113367.47170931366
1528,126183.82162171321
1529,154947.9324926943
1530,189294.81609584583
1531,107441.29864024065
1532,94402.83205533552
1533,163637.83531056525
1534,120451.70145402887
1535,136766.0063587042
1536,104164.54220139254
1537,61382.37381002254
1538,152545.22906318543
1539,179842.6477958812
1540,72336.66659544027
1541,124614.21554162496
1542,140156.04538863563
1543,171247.93463846686
1544,91411.93664612375
1545,113129.22176371286
1546,145548.496201166
1547,140046.03235334993
1548,134871.23949184673
1549,123648.59111426205
1550,134302.44483275988
1551,96593.97522771404
1552,131160.66666798395
1553,134775.9641602206
1554,137078.7061125472
1555,170146.35073065548
1556,84776.73470815134
1557,113283.38818128269
1558,105116.32327994001
1559,57866.25883262064
1560,145794.73270762333
1561,132646.65207153177
1562,122292.48601504993
1563,109994.54888128574
1564,156596.79937717816
1565,124323.75961035518
1566,210289.4192204453
1567,78834.76070189783
1568,253138.19156678193
1569,139808.26177595917
1570,125220.32720536135
1571,114782.77807480801
1572,145349.8708664499
1573,230560.89936940448
1574,112741.1860441384
1575,215415.20038501904
1576,239674.76317029723
1577,180439.2708776088
1578,141961.6063766306
1579,152647.72324774312
1580,183324.56838964578
1581,134595.83838128528
1582,120873.7713845646
1583,285104.7415392659
1584,221724.9787686298
1585,149115.48746593748
1586,80373.96752518826
1587,109148.71411980508
1588,138135.61475897537
1589,91532.39777267465
1590,128114.18814609938
1591,93544.4737610032
1592,110130.7335885236
1593,126530.52271517998
1594,143292.33647198937
1595,108876.00278357405
1596,222171.33890270095
1597,197970.99502756284
1598,235711.72181319154
1599,162734.53771190724
1600,154893.97229422096
1601,80201.42698199548
1602,117609.38415643551
1603,67890.35316451853
1604,274721.1280218676
1605,227322.29878699913
1606,182189.00156461846
1607,158469.36429481278
1608,233965.31273548256
1609,177484.3250612352
1610,161499.7436026536
1611,138739.9692302158
1612,164657.72187725137
1613,153432.8732835705
1614,115908.44890330224
1615,88804.5695411668
1616,74421.47758221884
1617,85986.434388668
1618,118033.3042676587
1619,136670.1691810428
1620,160937.61919951698
1621,129845.06465782318
1622,138573.80747272476
1623,254299.27191978617
1624,209085.75048125008
1625,116900.44714478492
1626,169680.86741662945
1627,198272.56407301297
1628,286028.680200039
1629,185289.2960299553
1630,400418.02141167776
1631,233696.38370599074
1632,258631.4423731184
1633,166503.02404141473
1634,189680.34493717027
1635,172745.95091284488
1636,153302.86332360675
1637,214922.22696197388
1638,190140.2369802679
1639,199830.6537077828
1640,251296.66623035286
1641,176316.12850434045
1642,241015.4287603272
1643,242162.7980178449
1644,239784.31928113417
1645,222046.52178849094
1646,149956.97100679242
1647,145840.40444193015
1648,129623.59102321751
1649,141005.98488756642
1650,114463.0845686838
1651,118390.76056481956
1652,95903.5179170778
1653,101795.23750508085
1654,126147.74800486535
1655,132395.2160598238
1656,132501.21255098586
1657,135317.38537408054
1658,131682.38045502012
1659,124684.543960674
1660,153711.53291957927
1661,434496.31492857053
1662,373414.0711277687
1663,393252.04031295044
1664,440039.6486057134
1665,297704.42302152613
1666,297970.95763312484
1667,367754.3195250661
1668,330607.0415457402
1669,298290.93187001557
1670,334699.9596203717
1671,296582.50827378826
1672,452370.35570708447
1673,310275.44439276465
1674,249318.2925635805
1675,193538.97943549234
1676,199311.27464935812
1677,214677.1687870612
1678,483076.3067423082
1679,436578.9155863057
1680,333048.7060580996
1681,214512.75307329345
1682,348151.16790677933
1683,186035.56658998996
1684,174837.30048356822
1685,176737.9509059817
1686,175180.8884354265
1687,166021.4129109608
1688,196323.34818290678
1689,195902.54643107054
1690,196639.63468676308
1691,184606.52148912143
1692,229717.29772612485
1693,168876.81712821117
1694,177106.32047574891
1695,162420.00693906326
1696,283591.4099875823
1697,173561.62781738755
1698,370812.48292476154
1699,323680.17980118387
1700,253911.6731477392
1701,252897.4961002156
1702,264016.8089539513
1703,232488.30449168978
1704,274751.8229536118
1705,238669.95312202408
1706,258196.4485561761
1707,204487.4515051205
1708,240442.89985035348
1709,300590.5069380502
1710,234275.00564032866
1711,271627.6504564262
1712,254970.39898808076
1713,303649.4560455594
1714,241668.15963116984
1715,220581.5442311579
1716,183674.29545120144
1717,173741.39354571883
1718,127245.77721833033
1719,216072.80311361712
1720,209813.42700024252
1721,161637.0917451275
1722,124808.29426080153
1723,161525.679474157
1724,162886.10823137546
1725,230350.76684847317
1726,185772.94954064864
1727,154069.74130530292
1728,174754.63852888712
1729,169036.49713180997
1730,140694.5198256467
1731,107449.87299780425
1732,117564.62143253919
1733,104014.24022618656
1734,126717.78773211422
1735,125726.999065869
1736,129015.5630171106
1737,273634.0440458568
1738,253102.27250137605
1739,259955.14467752358
1740,226192.85973679484
1741,197500.97911352644
1742,167446.2820338632
1743,170349.30918020415
1744,265225.77695952315
1745,225648.7321612972
1746,158414.87527279765
1747,234169.39885015963
1748,236189.6262957793
1749,164408.895970461
1750,136104.62158018828
1751,231746.70630796548
1752,128607.65730691882
1753,155729.92063420458
1754,187929.7285815603
1755,178504.79786737994
1756,127820.3453924124
1757,120342.2587226957
1758,140722.99178701473
1759,161081.21413709453
1760,174757.55585348752
1761,150918.47958868556
1762,157712.40421729282
1763,192471.29645400468
1764,119128.79863211936
1765,110990.13590799957
