Id,SalePrice
1461,124072.09027453775
1462,149284.40337750354
1463,187382.72229956387
1464,188057.59077278237
1465,194318.49092682477
1466,179672.70212007983
1467,178463.90938268453
1468,179378.10401358712
1469,170947.0532245866
1470,135268.9032550876
1471,205448.03065191308
1472,99040.92491350914
1473,103086.62730990106
1474,148508.28784042114
1475,143700.5633577737
1476,382301.3603180851
1477,240726.67536656148
1478,328952.9597730757
1479,310590.2668952558
1480,365094.95464879833
1481,308485.25906503486
1482,200357.6083484194
1483,190378.9148170198
1484,188400.6432935448
1485,186978.5711209453
1486,203740.79394697398
1487,295184.13004105014
1488,222729.50518371505
1489,217906.85167538872
1490,234374.22047257423
1491,188940.35098997664
1492,95759.7227608475
1493,152271.94331490344
1494,290920.2789986435
1495,279295.4126995558
1496,242237.3747462064
1497,172490.62754481105
1498,165279.38531120756
1499,160465.08601206608
1500,167264.85280893423
1501,173750.60570945995
1502,193961.2400781858
1503,245360.66458395807
1504,223713.05220586766
1505,228989.54205895538
1506,167984.87204717987
1507,238030.6530357006
1508,182371.7255493412
1509,163016.15018602667
1510,144956.53430755422
1511,134788.85050094064
1512,153769.01590572755
1513,143034.57377270132
1514,127361.35197348222
1515,139826.37815477804
1516,129653.43265104241
1517,144198.9295504011
1518,139113.40790185545
1519,234318.6305998711
1520,144479.1759523186
1521,141854.40252673416
1522,154070.20326925593
1523,123004.83475097296
1524,122287.68058441376
1525,131391.77574399713
1526,127020.24317230494
1527,127823.991791961
1528,120115.17624814743
1529,141464.8634935006
1530,152577.4596050585
1531,119733.41966478432
1532,104839.62740925033
1533,135248.56705846568
1534,126842.47660030566
1535,120619.41441551375
1536,113366.20871781958
1537,86523.70558145945
1538,141084.6028163044
1539,146263.3999026623
1540,75823.83527351485
1541,114816.57824247691
1542,138403.41407948246
1543,143336.11391903303
1544,122468.81717249284
1545,131282.6422192996
1546,126994.89198555367
1547,122269.31305790783
1548,125956.93047946015
1549,116067.4341431508
1550,136283.79230643372
1551,98502.3698140557
1552,137093.5991282546
1553,120657.36504960358
1554,138824.20112441073
1555,137461.15526657563
1556,98046.98444541999
1557,110188.34860446904
1558,114598.19541525336
1559,89597.38854996937
1560,140828.88091145107
1561,117077.9731252121
1562,128564.4848504985
1563,133207.77527408552
1564,145106.09679932712
1565,177608.61717520855
1566,231028.606840342
1567,113904.52460778231
1568,249252.66661779047
1569,141980.52843165337
1570,140830.85294025016
1571,117783.3623129191
1572,132784.6450795063
1573,246963.6490529144
1574,114158.57941836645
1575,232432.36849285974
1576,234861.14655926588
1577,205504.7626697019
1578,140775.20829372152
1579,144078.81276570354
1580,205010.9172181119
1581,139245.76514893296
1582,126569.09613816936
1583,278742.2630257836
1584,205981.1871802178
1585,140582.70378366113
1586,93857.54380644638
1587,109860.69063467394
1588,142958.9018369846
1589,116230.92186337135
1590,132647.39249630173
1591,101550.47270390898
1592,117639.77443103447
1593,120858.62350303191
1594,126039.39932610113
1595,110479.52334553847
1596,199090.0894552709
1597,175220.52396193912
1598,208241.97525876015
1599,147931.72480973057
1600,161894.67015395057
1601,104726.62295084313
1602,132512.82937475079
1603,89727.97663665115
1604,280009.2791019328
1605,231984.7436303487
1606,159836.01839923716
1607,153351.34251002688
1608,242204.8111644061
1609,199493.3747765446
1610,192762.07120595852
1611,150469.09272592774
1612,189736.95801918424
1613,180158.67343628744
1614,101664.74321226883
1615,87013.20827948544
1616,87024.14016491412
1617,83177.52366109405
1618,130780.84216561452
1619,123591.16893190487
1620,164371.2225662739
1621,155462.91843327912
1622,140174.91279810795
1623,224051.47257846102
1624,216255.6307615153
1625,125035.58820428688
1626,171335.69003969268
1627,185242.6031873789
1628,252264.37840607142
1629,170503.9941370789
1630,253734.85661790505
1631,249918.0068672812
1632,249728.28981607943
1633,185711.9610028304
1634,186259.00979817068
1635,180662.8237483123
1636,182781.15657810858
1637,183556.96440276343
1638,181240.8420978801
1639,200483.56533908588
1640,202557.43731340577
1641,167004.10915554006
1642,232488.4770473778
1643,235301.38871086133
1644,233937.26708901944
1645,189873.73604685694
1646,160061.42700997702
1647,184571.90375732968
1648,121967.63599445057
1649,143408.92325070905
1650,125674.06394697579
1651,120549.4419375926
1652,101243.00371098451
1653,102437.03575002511
1654,149480.36863794783
1655,144209.6386013001
1656,147977.86816800467
1657,149142.14877550543
1658,148691.42398661157
1659,142837.25175875827
1660,148158.45733643134
1661,361785.31306876405
1662,347170.81310033513
1663,302924.9863446178
1664,476117.9878398294
1665,266807.682772701
1666,318574.91432824486
1667,373255.61529622
1668,311920.55300933565
1669,290820.848459017
1670,315149.5725520211
1671,281817.4356178602
1672,335053.3719493319
1673,308343.1774164899
1674,258086.55866670527
1675,197713.57274508642
1676,203246.19216063016
1677,203224.22061985396
1678,396240.889188722
1679,336505.4021275637
1680,290974.9286521479
1681,257319.64164288502
1682,317433.01894680725
1683,192506.38645041044
1684,176426.92960293125
1685,178463.61077436633
1686,180090.52440524258
1687,184127.95473309435
1688,207279.65764730106
1689,181085.10521609755
1690,186018.63055279764
1691,187539.0156712014
1692,228422.48901415666
1693,176022.55670483297
1694,187537.11993895893
1695,176494.12846849777
1696,226245.7221731082
1697,176408.26348817116
1698,330216.8761299476
1699,314472.0248019483
1700,313553.8929823638
1701,276186.76080067357
1702,240823.32358447148
1703,222737.69748198407
1704,278738.0581665508
1705,269780.9594136431
1706,321414.1995404499
1707,223919.80483768412
1708,228816.3593528806
1709,248085.03678822133
1710,261391.50415422526
1711,290654.7680700072
1712,245891.18541638178
1713,257395.89774289378
1714,223492.6819068358
1715,216961.61435416248
1716,177334.1124244795
1717,169555.4627458624
1718,124178.16243591408
1719,202696.7627864489
1720,211492.13272876263
1721,156837.11493421273
1722,134702.31923684373
1723,154356.18170357894
1724,198560.5223191087
1725,223949.01114365694
1726,197075.67120544694
1727,162282.40909332762
1728,177930.99975197515
1729,188649.54675225334
1730,122972.32114889064
1731,118695.80944361138
1732,134902.71515636155
1733,135933.78973289617
1734,122894.28900039158
1735,137542.7410957848
1736,129591.76268022529
1737,276466.1632358553
1738,295513.9298004599
1739,163679.17097522342
1740,199612.07849258016
